order_id,order_date,customer_email,product,category,quantity,unit_price,sales_channel,city,revenue
110,2025-01-20,customer110@email.com,Headphones,Electronics,1.0,4999.0,Online,Unknown,4999.0
137,2025-01-23,customer137@email.com,Headphones,Electronics,1.0,2499.0,Store,Bengaluru,2499.0
79,2025-01-24,unknown,Keyboard,Unknown,1.0,4999.0,Online,Unknown,4999.0
87,2025-01-24,unknown,Unknown,Electronics,2.0,999.0,Mobile,Pune,1998.0
149,2025-01-24,unknown,Laptop,Electronics,1.0,2499.0,Mobile,Unknown,2499.0
46,2025-01-25,unknown,Keyboard,Accessories,2.0,4999.0,Mobile,Unknown,9998.0
80,2025-01-25,unknown,Unknown,Electronics,1.0,999.0,Store,Delhi,999.0
119,2025-01-26,customer119@email.com,Keyboard,Accessories,3.0,4999.0,Online,Pune,14997.0
8,2025-01-27,customer8@email.com,Monitor,Furniture,2.0,12999.0,Store,Delhi,25998.0
102,2025-01-27,customer102@email.com,Unknown,Electronics,1.0,2499.0,Online,Pune,2499.0
133,2025-01-28,customer133@email.com,Desk Chair,Unknown,1.0,12999.0,Store,Delhi,12999.0
150,2025-01-28,unknown,Mouse,Unknown,3.0,4999.0,Mobile,Delhi,14997.0
45,2025-01-29,unknown,Monitor,Furniture,3.0,1499.0,Online,Pune,4497.0
58,2025-01-29,unknown,Headphones,Electronics,1.0,1499.0,Store,Delhi,1499.0
121,2025-01-29,unknown,Desk Chair,Electronics,1.0,12999.0,Mobile,Pune,12999.0
18,2025-01-31,customer18@email.com,Headphones,Unknown,1.0,999.0,Unknown,Mumbai,999.0
61,2025-01-31,customer61@email.com,Mouse,Accessories,3.0,2499.0,Mobile,Delhi,7497.0
32,2025-02-01,customer32@email.com,Laptop,Accessories,1.0,7999.0,Online,Mumbai,7999.0
42,2025-02-01,unknown,Webcam,Unknown,1.0,12999.0,Mobile,Mumbai,12999.0
74,2025-02-01,unknown,Headphones,Unknown,1.0,999.0,Unknown,Delhi,999.0
16,2025-02-03,customer16@email.com,Laptop,Unknown,1.0,7999.0,Store,Mumbai,7999.0
9,2025-02-04,customer9@email.com,Laptop,Furniture,1.0,12999.0,Unknown,Delhi,12999.0
23,2025-02-05,customer23@email.com,Unknown,Furniture,3.0,12999.0,Unknown,Delhi,38997.0
78,2025-02-05,unknown,Mouse,Electronics,1.0,4999.0,Store,Bengaluru,4999.0
106,2025-02-05,unknown,Laptop,Accessories,3.0,2499.0,Mobile,Bengaluru,7497.0
115,2025-02-07,unknown,Desk Chair,Furniture,2.0,2499.0,Store,Delhi,4998.0
85,2025-02-08,customer85@email.com,Laptop,Accessories,1.0,999.0,Mobile,Mumbai,999.0
100,2025-02-10,customer100@email.com,Laptop,Electronics,2.0,2499.0,Mobile,Unknown,4998.0
99,2025-02-12,unknown,Laptop,Electronics,1.0,4999.0,Store,Delhi,4999.0
4,2025-02-13,customer4@email.com,Headphones,Electronics,1.0,2499.0,Online,Bengaluru,2499.0
112,2025-02-13,unknown,Laptop,Electronics,1.0,7999.0,Online,Pune,7999.0
75,2025-02-14,unknown,Laptop,Electronics,3.0,7999.0,Unknown,Delhi,23997.0
82,2025-02-14,unknown,Keyboard,Accessories,1.0,4999.0,Store,Delhi,4999.0
17,2025-02-17,customer17@email.com,Headphones,Accessories,1.0,2499.0,Unknown,Bengaluru,2499.0
147,2025-02-17,customer147@email.com,Laptop,Electronics,2.0,999.0,Mobile,Pune,1998.0
14,2025-02-18,unknown,Laptop,Electronics,3.0,7999.0,Mobile,Unknown,23997.0
68,2025-02-18,unknown,Webcam,Accessories,1.0,2499.0,Unknown,Delhi,2499.0
49,2025-02-19,unknown,Laptop,Unknown,1.0,7999.0,Mobile,Pune,7999.0
11,2025-02-20,customer11@email.com,Laptop,Unknown,3.0,12999.0,Online,Pune,38997.0
120,2025-02-20,customer120@email.com,Keyboard,Furniture,1.0,2499.0,Mobile,Bengaluru,2499.0
47,2025-02-21,unknown,Keyboard,Furniture,1.0,12999.0,Mobile,Bengaluru,12999.0
53,2025-02-21,unknown,Mouse,Electronics,1.0,7999.0,Store,Delhi,7999.0
123,2025-02-23,customer123@email.com,Mouse,Unknown,1.0,1499.0,Mobile,Bengaluru,1499.0
2,2025-02-24,customer2@email.com,Laptop,Unknown,1.0,999.0,Store,Pune,999.0
90,2025-02-24,customer90@email.com,Monitor,Furniture,1.0,2499.0,Online,Pune,2499.0
114,2025-02-25,customer114@email.com,Laptop,Electronics,1.0,999.0,Online,Delhi,999.0
118,2025-02-26,unknown,Keyboard,Electronics,1.0,2499.0,Unknown,Bengaluru,2499.0
60,2025-02-27,unknown,Keyboard,Unknown,1.0,1499.0,Store,Pune,1499.0
117,2025-02-28,customer117@email.com,Keyboard,Unknown,1.0,2499.0,Store,Delhi,2499.0
101,2025-03-01,customer101@email.com,Unknown,Electronics,1.0,4999.0,Unknown,Delhi,4999.0
104,2025-03-01,customer104@email.com,Laptop,Accessories,1.0,999.0,Store,Delhi,999.0
92,2025-03-02,customer92@email.com,Unknown,Electronics,1.0,2499.0,Mobile,Mumbai,2499.0
105,2025-03-02,customer105@email.com,Laptop,Furniture,3.0,1499.0,Unknown,Delhi,4497.0
84,2025-03-03,unknown,Keyboard,Furniture,1.0,2499.0,Online,Mumbai,2499.0
138,2025-03-07,unknown,Laptop,Unknown,1.0,7999.0,Online,Delhi,7999.0
36,2025-03-09,unknown,Desk Chair,Accessories,1.0,999.0,Online,Delhi,999.0
141,2025-03-09,unknown,Laptop,Furniture,3.0,2499.0,Store,Delhi,7497.0
26,2025-03-10,unknown,Headphones,Electronics,1.0,4999.0,Unknown,Unknown,4999.0
63,2025-03-11,customer63@email.com,Laptop,Unknown,3.0,4999.0,Store,Delhi,14997.0
65,2025-03-11,customer65@email.com,Unknown,Electronics,1.0,2499.0,Store,Bengaluru,2499.0
6,2025-03-12,unknown,Laptop,Furniture,1.0,2499.0,Unknown,Bengaluru,2499.0
40,2025-03-12,customer40@email.com,Desk Chair,Unknown,3.0,12999.0,Online,Bengaluru,38997.0
52,2025-03-12,unknown,Desk Chair,Unknown,1.0,1499.0,Mobile,Bengaluru,1499.0
67,2025-03-14,customer67@email.com,Unknown,Furniture,1.0,12999.0,Online,Bengaluru,12999.0
57,2025-03-15,unknown,Laptop,Electronics,1.0,1499.0,Unknown,Delhi,1499.0
12,2025-03-16,unknown,Desk Chair,Unknown,1.0,4999.0,Store,Delhi,4999.0
41,2025-03-16,unknown,Laptop,Accessories,1.0,7999.0,Store,Pune,7999.0
72,2025-03-19,customer72@email.com,Keyboard,Electronics,1.0,12999.0,Mobile,Delhi,12999.0
116,2025-03-20,customer116@email.com,Monitor,Electronics,3.0,2499.0,Mobile,Bengaluru,7497.0
131,2025-03-20,customer131@email.com,Unknown,Furniture,2.0,4999.0,Unknown,Bengaluru,9998.0
1,2025-03-23,unknown,Headphones,Unknown,1.0,999.0,Online,Unknown,999.0
86,2025-03-23,customer86@email.com,Unknown,Electronics,3.0,2499.0,Store,Bengaluru,7497.0
98,2025-03-23,customer98@email.com,Mouse,Electronics,3.0,2499.0,Unknown,Mumbai,7497.0
128,2025-03-24,unknown,Webcam,Electronics,1.0,999.0,Store,Delhi,999.0
139,2025-03-24,unknown,Headphones,Electronics,1.0,999.0,Mobile,Delhi,999.0
3,2025-03-25,unknown,Laptop,Furniture,1.0,12999.0,Mobile,Delhi,12999.0
55,2025-03-26,unknown,Monitor,Accessories,1.0,12999.0,Store,Mumbai,12999.0
33,2025-03-27,customer33@email.com,Keyboard,Electronics,2.0,12999.0,Online,Delhi,25998.0
59,2025-03-27,unknown,Laptop,Electronics,1.0,7999.0,Unknown,Unknown,7999.0
66,2025-03-27,customer66@email.com,Laptop,Electronics,3.0,12999.0,Store,Unknown,38997.0
130,2025-03-27,unknown,Webcam,Electronics,1.0,12999.0,Unknown,Delhi,12999.0
143,2025-03-27,customer143@email.com,Headphones,Electronics,2.0,2499.0,Online,Delhi,4998.0
54,2025-03-28,unknown,Desk Chair,Electronics,1.0,1499.0,Online,Unknown,1499.0
88,2025-03-29,customer88@email.com,Headphones,Furniture,1.0,999.0,Online,Unknown,999.0
20,2025-03-30,unknown,Mouse,Electronics,1.0,1499.0,Mobile,Delhi,1499.0
95,2025-03-30,unknown,Unknown,Electronics,1.0,2499.0,Online,Unknown,2499.0
29,2025-03-31,unknown,Laptop,Unknown,1.0,12999.0,Mobile,Unknown,12999.0
113,2025-04-02,customer113@email.com,Keyboard,Furniture,3.0,2499.0,Mobile,Delhi,7497.0
83,2025-04-03,customer83@email.com,Desk Chair,Furniture,2.0,1499.0,Store,Pune,2998.0
37,2025-04-06,unknown,Mouse,Furniture,1.0,7999.0,Mobile,Pune,7999.0
13,2025-04-07,customer13@email.com,Webcam,Unknown,1.0,999.0,Online,Delhi,999.0
15,2025-04-07,unknown,Unknown,Electronics,1.0,2499.0,Mobile,Pune,2499.0
89,2025-04-08,customer89@email.com,Unknown,Accessories,1.0,4999.0,Unknown,Unknown,4999.0
97,2025-04-08,unknown,Keyboard,Furniture,1.0,2499.0,Mobile,Delhi,2499.0
108,2025-04-08,unknown,Monitor,Unknown,3.0,7999.0,Store,Mumbai,23997.0
70,2025-04-10,customer70@email.com,Laptop,Unknown,1.0,12999.0,Store,Mumbai,12999.0
77,2025-04-10,unknown,Mouse,Furniture,3.0,4999.0,Unknown,Delhi,14997.0
135,2025-04-11,unknown,Desk Chair,Unknown,1.0,7999.0,Online,Mumbai,7999.0
10,2025-04-14,unknown,Mouse,Furniture,3.0,2499.0,Mobile,Delhi,7497.0
24,2025-04-14,customer24@email.com,Webcam,Electronics,1.0,4999.0,Store,Pune,4999.0
39,2025-04-17,customer39@email.com,Keyboard,Furniture,1.0,2499.0,Mobile,Delhi,2499.0
124,2025-04-17,unknown,Mouse,Electronics,2.0,1499.0,Store,Delhi,2998.0
134,2025-04-17,customer134@email.com,Monitor,Accessories,1.0,2499.0,Unknown,Mumbai,2499.0
148,2025-04-17,customer148@email.com,Keyboard,Accessories,2.0,12999.0,Online,Delhi,25998.0
107,2025-04-18,unknown,Unknown,Accessories,1.0,7999.0,Online,Unknown,7999.0
5,2025-04-19,unknown,Laptop,Electronics,1.0,2499.0,Store,Delhi,2499.0
51,2025-04-19,unknown,Mouse,Electronics,1.0,999.0,Mobile,Bengaluru,999.0
38,2025-04-20,unknown,Laptop,Electronics,1.0,2499.0,Mobile,Delhi,2499.0
109,2025-04-20,customer109@email.com,Webcam,Electronics,3.0,2499.0,Mobile,Pune,7497.0
44,2025-04-21,unknown,Webcam,Electronics,1.0,12999.0,Unknown,Delhi,12999.0
35,2025-04-23,unknown,Keyboard,Unknown,2.0,1499.0,Unknown,Pune,2998.0
142,2025-04-24,unknown,Headphones,Accessories,3.0,1499.0,Store,Bengaluru,4497.0
111,2025-04-27,customer111@email.com,Desk Chair,Electronics,1.0,4999.0,Store,Bengaluru,4999.0
73,2025-04-29,unknown,Headphones,Unknown,1.0,2499.0,Mobile,Pune,2499.0
93,2025-04-29,customer93@email.com,Desk Chair,Accessories,1.0,2499.0,Unknown,Mumbai,2499.0
50,2025-05-01,customer50@email.com,Mouse,Unknown,1.0,12999.0,Online,Pune,12999.0
127,2025-05-01,customer127@email.com,Laptop,Accessories,1.0,2499.0,Mobile,Mumbai,2499.0
